,crop,State,Season,Yield -2005-06,Yield-2006-07,Yield-2007-08,Yield-2008-09,Yield-2009-10,Yield-2010-11,Yield-2011-12,Yield-2012-13,Yield-2013-14,Yield-2014-15,Yield-2015-16,Yield-2016-17,Yield-2017-18,Yield-2018-19,Yield-2019-20,Yield-2020-21*,Max_Temp,Min_Temp,Rainfall,Fertilizer,COI,COR,Soiltype,PhValue,AvgTemp
317,Sunflower,Andhra Pradesh,Kharif,273,500,1000,1000,769,692,821,800,805,800,802,813,818,811,812,814,33.57,22.72,1002.37,2.5,15000,47600,black soil,6.75,28.145
318,Sunflower,Bihar,Kharif,1078,286,222,200,333,857,286,200,333,200,300,286,297,406,409,408,31.67,19.8,1133.081,2.5,15000,47600,clay soil,6.75,25.735
319,Sunflower,Chattisgarh,Kharif,1078,1085,1167,1000,857,333,583,588,600,1318,1288,1311,1363,1385,1371,1544,32.29,20.28,1341.33,2.5,15000,47600,sandy soil,6.75,26.285
320,Sunflower,Gujarat,Kharif,741,1085,1167,478,335,1144,401,500,523,793,1288,524,554,583,491,604,34.05,20.94,1155.18,2.5,15000,47600,clay soil,6.75,27.495
321,Sunflower,Jharkhand,Kharif,300,753,814,795,735,401,636,625,791,818,563,688,818,617,972,684,31.28,19.38,1133.08,2.5,15000,47600,clay soil,6.75,25.33
322,Sunflower,Karnataka,Kharif,605,333,250,250,286,836,1304.5,1350,500,724,500,500,1000,1385,1371,1544,31.63,20.8,1002.37,2.5,15000,47600,sandy soil,6.75,26.215
323,Sunflower,Madhya Pradesh,Kharif,615,606,667,565,580,250,545,552,570,343,228,691,548,475,691,705,32.64,19.52,1341.33,2.5,15000,47600,clay soil,6.75,26.08
324,Sunflower,Maharashtra,Kharif,1078,583,615,583,581,543,581,612,602,656,590,600,608,600,600,625,33.48,20.57,1063.7,2.5,15000,47600,clay soil,6.75,27.025
325,Sunflower,Odisha,Kharif,351,1085,1167,1119.5,915,600,858,1000,1000,1000,1000,882,1000,700,1371,600,32.61,20.86,1002.3,2.5,15000,47600,alluvial soil,6.75,26.735
326,Sunflower,Andhra Pradesh,Rabi,1667,1347,1365,1429,1431,1144,1304.5,1350,1446,1449,1440,1463,1448,1448,1449,1447,33.57,22.72,1002.37,2.5,15000,47600,alluvial soil,6.75,28.145
328,Sunflower,Bihar,Kharif,1078,600,600,563,429,1144,1304.5,1350,500,1318,500,500,1363,628,1371,507,31.67,19.8,1133.081,2.5,15000,47600,clay soil,6.75,25.735
329,Sunflower,Bihar,Rabi,1078,1667,1583,1650,1667,1144,1304.5,1350,2400,2767,2056,1393,1886,1905,1846,1920,31.67,19.8,1133.081,2.5,15000,47600,sandy soil,6.75,25.735
330,Sunflower,Haryana,Rabi,552,1085,1167,682,642,1144,1304.5,1350,585,507,498,522,553,490,540,595,31.88,19.16,1132.3,2.5,15000,47600,sandy soil,6.75,25.52
331,Sunflower,Jharkhand,Rabi,583,472,595,488,422,1144,1304.5,1350,626,597,490,233,629,531,821,915,31.28,19.38,1133.08,2.5,15000,47600,clay soil,6.75,25.33
332,Sunflower,Karnataka,Rabi,593,571,500,667,500,1144,1304.5,1350,1308,1318,1288,1000,1000,1385,1371,1544,31.63,20.8,1002.37,2.5,15000,47600,alluvial soil,6.75,26.215
333,Sunflower,Madhya Pradesh,Rabi,800,545,739,626,567,1144,1304.5,1350,649,460,276,768,512,186,112,506,32.64,19.52,1341.33,2.5,15000,47600,clay soil,6.75,26.08
334,Sunflower,Maharashtra,Rabi,1078,750,1000,667,600,1144,1304.5,1350,769,800,824,857,886,889,889,1544,33.48,20.57,1063.7,2.5,15000,47600,alluvial soil,6.75,27.025
335,Sunflower,Nagaland,Kharif,1612,667,750,667,769,1144,1304.5,1350,714,719,690,706,712,720,722,741,25.26,15.26,1656.6,2.5,15000,47600,clay soil,6.75,20.26
336,Sunflower,Nagaland,Rabi,1000,949,995,930,908,1144,1304.5,1350,1200,1202,1198,1200,1255,1258,1287,1225,25.26,15.26,1656.6,2.5,15000,47600,clay soil,6.75,20.26
337,Sunflower,Odisha,Kharif,1165,1641,1900,1750,1787,1144,1304.5,1350,1738,1765,1797,1655,1840,1933,1859,1870,32.61,20.86,1002.3,2.5,15000,47600,clay soil,6.75,26.735
338,Sunflower,Odisha,Rabi,1240,1000,1167,1119.5,1100,1144,1304.5,1350,1308,1318,1288,1311,1363,1385,1371,1685,32.61,20.86,1002.3,2.5,15000,47600,clay soil,6.75,26.735
339,Sunflower,Punjab,Rabi,1078,1284,1197,1606,1286,1144,1304.5,1350,1475,1361,951,226,795,577,898,693,31.14,18.04,992.5,2.5,15000,47600,sandy soil,6.75,24.59
340,Sunflower,Rajasthan,Rabi,1078,1828,1590,1329,1334,1144,1304.5,1350,1564,1409,1060,392,887,641,902,732,33.52,19.39,1062.3,2.5,15000,47600,sandy soil,6.75,26.455
341,Sunflower,Tamil Nadu,Kharif,1278,1085,1167,1119.5,1100,1144,1304.5,1350,1308,1000,1000,1000,2119,1385,1371,1544,32.39,23.32,1386.4,2.5,15000,47600,alluvial soil,6.75,27.855
342,Sunflower,Tamil Nadu,Rabi,1256,1085,1167,1119.5,1100,1144,1304.5,1350,1308,1412,1091,1800,2135,1960,2231,2714,32.39,23.32,1386.4,2.5,15000,47600,sandy soil,6.75,27.855
343,Sunflower,Telangana,Kharif,947,1500,1615,1889,2286,1144,1304.5,1350,1667,1333,2000,1333,1442,1365,1382,1382,33.76,16.78,1092.6,2.5,15000,47600,black soil,6.75,25.27
344,Sunflower,Telangana,Rabi,900,1292,1231,1089,1206,1144,1304.5,1350,1429,1467,1417,1312,1400,952,1221,1200,33.76,16.78,1092.6,2.5,15000,47600,black soil,6.75,25.27
345,Sunflower,Uttar Pradesh,Rabi,1333,947,1167,1433,1183,1144,1487,1518,1273,923,991,1420,1417,1417,1418,1544,32.56,19.59,1092.6,2.5,15000,47600,sandy soil,6.75,26.075
346,Sunflower,West Bengal,Rabi,1078,997,1149,987,956,1703,753,1205,877,753,576,697,481,699,1105,734,31.27,20.8,1260.5,2.5,15000,47600,sandy soil,6.75,26.035
347,Soyabean,Andhra Pradesh,Kharif,534,510,382,699,805,1346,786,1000,733,754,675,717,791,1276,1318,1361,33.57,22.72,1002.37,120,20000,47600,clay soil,7,28.145
348,Soyabean,Arunachal Pradesh,Rabi,1078,667,1833,1714,850,1170,1587,1429,1450,1446,1676,980,1677,1680,1710,1715,24.84,14.24,1656.61,120,20000,47600,alluvial soil,7,19.54
349,Soyabean,Chattisgarh,Rabi,1058,1085,1167,333,329,810,329,1194,1099,808,931,579,798,747,858,747,32.29,20.28,1341.33,120,20000,10000,clay soil,7,26.285
350,Soyabean,Gujarat,Rabi,1077,718,858,679,446,1333,901,1047,1233,738,543,745,913,1034,1183,1212,34.05,20.94,1155.18,120,20000,10000,clay soil,7,27.495
351,Soyabean,Himachal Pradesh,Rabi,1078,1085,1167,1119.5,1100,200,1304.5,1350,1308,1318,1400,1311,1363,1385,1371,1544,14.26,4.04,1656.61,120,20000,10000,alluvial soil,7,9.15
352,Soyabean,Jharkhand,Kharif,1000,1006,1091,1142,1198,875,1108,1293,831,1139,831,1231,1062,1231,789,710,31.28,19.38,1133.08,120,20000,10000,clay soil,7,25.33
353,Soyabean,Karnataka,Kharif,1929,1147,1492,900,728,1144,1319,1451,1351,655,557,1194,1030,1132,1170,1423,31.63,20.8,1002.37,120,20000,10000,clay soil,7,26.215
354,Soyabean,Kerala,Kharif,1199,1085,1167,1119.5,1100,1200,1063,109,878,868,838,857,907,899,870,1544,30.61,22.6,1478.6,120,20000,10000,clay soil,7,26.605
355,Soyabean,Madhya Pradesh,Kharif,1150,1000,909,1091,1109,1582,1694,1099,1820,1947,1982,1892,1898,1900,1906,1544,32.64,19.52,1341.33,120,20000,10000,black soil,7,26.08
356,Soyabean,Maharashtra,Kharif,825,1000,235,1100,1603,927,1254,1411,1480,1413,1539,1574,1525,1731,1561,1544,33.48,20.57,1063.7,120,20000,10000,clay soil,7,27.025
357,Soyabean,Manipur,Kharif,1078,1200,1148,1498,1032,1091,1253,1252,1255,1254,1254,1257,1259,1260,1262,1544,25.72,15.68,1656.6,120,20000,10000,alluvial soil,7,20.7
358,Soyabean,Meghalaya,Kharif,769,1203,1343,971,1175,1929,1544,1412,829,1036,829,1072,1207,1254,469,969,26.82,17.99,1599.6,120,20000,10000,clay soil,7,22.405
359,Soyabean,Mizoram,Kharif,1154,825,889,846,1025,1246,897,935,946,948,973,975,975,976,976,1544,27.46,18.15,2539.4,120,20000,10000,clay soil,7,22.805
360,Soyabean,Nagaland,Kharif,500,1085,1167,1119.5,1100,1461,1304.5,1350,1308,1083,1037,1162,1624,1584,1808,1503,25.26,15.26,1656.6,120,20000,10000,sandy soil,7,20.26
361,Soyabean,Rajasthan,Rabi,1078,875,667,818,1143,881,1222,1357,577,731,519,636,777,901,513,687,33.52,19.39,1062.3,120,20000,10000,clay soil,7,26.455
362,Soyabean,Sikkim,Kharif,1078,1111,1462,1556,1636,1144,1500,1985,1479,1293,1332,1083,1190,1067,1111,1219,12.16,0.35,2500,120,20000,10000,clay soil,7,6.255
363,Soyabean,Telangana,Kharif,1078,600,600,600,603,608,1226,833,699,700,708,732,750,803,779,848,33.76,16.78,1092.6,120,20000,10000,clay soil,7,25.27
364,Cotton,Andhra Pradesh,Kharif,807,902,950,1025,1056,1062,1140,1192,1250,1270,1303,1331,1356,1380,1405,1430,33.57,22.72,1002.37,12.5,21650,63000,sandy soil,6.9,28.145
,Cotton,Gujarat,Kharif,1048,1087,1101,1135,1185,1206,1235,1271,1289,1305,1333,1362,1392,1423,1455,1488,34.05,20.94,1155.18,12.5,21650,63000,black soil,6.9,27.495
,Cotton,Haryana,Kharif,1034,1060,1072,1087,1098,1108,1118,1127,1136,1145,1154,1163,1172,1181,1190,1198,31.88,19.16,1132.3,12.5,21650,63000,clay soil,6.9,25.52
,Cotton,Karnataka,Kharif,692,730,751,784,818,854,891,930,971,1013,1058,1105,1154,1206,1260,1317,31.63,20.8,1002.37,12.5,21650,63000,sandy soil,6.9,26.215
,Cotton,Madhya Pradesh,Kharif,836,873,893,929,963,990,1020,1052,1086,1121,1157,1194,1233,1274,1317,1361,32.64,19.52,1341.33,12.5,21650,63000,clay soil,6.9,26.08
,Cotton,Maharashtra,Kharif,1181,1206,1214,1234,1247,1257,1266,1274,1281,1288,1294,1300,1305,1310,1314,1319,33.48,20.57,1063.7,12.5,21650,63000,black soil,6.9,27.025
,Cotton,Punjab,Kharif,992,1011,1022,1037,1048,1058,1068,1077,1086,1094,1103,1112,1120,1129,1137,1146,31.14,18.04,992.5,12.5,21650,63000,clay soil,6.9,24.59
,Cotton,Rajasthan,Kharif,587,609,621,637,649,659,669,679,689,699,709,719,729,739,749,759,33.52,19.39,1062.3,12.5,21650,63000,sandy soil,6.9,26.455
,Cotton,Tamil Nadu,Kharif,780,812,831,854,879,905,933,962,993,1025,1059,1094,1131,1169,1209,1250,32.39,23.32,1386.4,12.5,21650,63000,alluvial soil,6.9,27.855
,Cotton,Telangana,Kharif,812,859,884,914,942,964,988,1014,1041,1070,1101,1134,1169,1206,1245,1286,33.76,16.78,1092.6,12.5,21650,63000,clay soil,6.9,25.27
,Cotton,Uttar Pradesh,Kharif,1036,1065,1077,1092,1102,1111,1120,1128,1135,1142,1149,1155,1161,1167,1172,1177,32.56,19.59,1092.6,12.5,21650,63000,sandy soil,6.9,26.075
,Millets,Andhra Pradesh,Kharif,1890,1920,1950,1980,2010,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,33.57,22.72,1002.37,18.5,22844,33229,sandy soil,5.5,28.145
,Millets,Assam,Rabi,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,28.57,18.85,1599.61,18.5,22844,33229,alluvial soil,5.5,23.71
,Millets,Bihar,Kharif,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,31.67,19.8,1133.081,18.5,22844,33229,clay soil,5.5,25.735
,Millets,Gujarat,Kharif,3040,3070,3100,3130,3160,3190,3220,3250,3280,3310,3340,3370,3400,3430,3460,3490,34.05,20.94,1155.18,18.5,22844,33229,sandy soil,5.5,27.495
,Millets,Haryana,Kharif,3830,3860,3890,3920,3950,3980,4010,4040,4070,4100,4130,4160,4190,4220,4250,4280,31.88,19.16,1132.3,18.5,22844,33229,sandy soil,5.5,25.52
,Millets,Jharkhand,Kharif,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,31.28,19.38,1133.08,18.5,22844,33229,sandy soil,5.5,25.33
,Millets,Karnataka,Kharif,3250,3280,3310,3340,3370,3400,3430,3460,3460,3490,3520,3550,3580,3610,3640,3670,31.63,20.8,1002.37,18.5,22844,33229,sandy soil,5.5,26.215
,Millets,Madhya Pradesh,Kharif,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,32.64,19.52,1341.33,18.5,22844,33229,sandy soil,5.5,26.08
,Millets,Maharashtra,Kharif,3250,3280,3310,3340,3370,3400,3430,3460,3490,3520,3550,3580,3610,3640,3670,3700,33.48,20.57,1063.7,18.5,22844,33229,sandy soil,5.5,27.025
,Millets,Odisha,Kharif,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,32.61,20.86,1002.3,18.5,22844,33229,clay soil,5.5,26.735
,Millets,Punjab,Kharif,3830,3860,3890,3920,3950,3980,4010,4070,4100,4130,4160,4190,4220,4250,4280,4040,31.14,18.04,992.5,18.5,22844,33229,alluvial soil,5.5,24.59
,Millets,Rajasthan,Kharif,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,33.52,19.39,1062.3,18.5,22844,33229,sandy soil,5.5,26.455
,Millets,Tamil Nadu,Kharif,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,32.39,23.32,1386.4,18.5,22844,33229,sandy soil,5.5,27.855
,Millets,Telangana,Kharif,1890,1920,1950,1980,2010,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,33.76,16.78,1092.6,18.5,22844,33229,sandy soil,5.5,25.27
,Millets,Uttar Pradesh,Kharif,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,32.56,19.59,1092.6,18.5,22844,33229,alluvial soil,5.5,26.075
,Millets,West Bengal,Kharif,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,31.27,20.8,1260.5,18.5,22844,33229,alluvial soil,5.5,26.035
,Jowar,Andhra Pradesh,Rabi,862,883,895,906,918,929,940,951,962,973,984,995,1006,1017,1028,1039,33.57,22.72,1002.37,50,21000,36000,sandy soil,6.75,28.145
,Jowar,Assam,Kharif,1024,2037,1050,1063,1076,1089,1102,1115,1128,1411,1541,1671,1801,1931,2061,2191,28.57,18.85,1599.61,50,21000,36000,alluvial soil,6.75,23.71
,Jowar,Bihar,Kharif,1297,1313,3281,3441,3591,3741,3891,4041,4191,4341,4491,4641,4791,4941,5091,1539,31.67,19.8,1133.081,50,21000,36000,sandy soil,6.75,25.735
,Jowar,Chattisgarh,Kharif,1286,1302,1318,3341,3501,3661,3821,3981,4141,4301,4461,4621,4781,4941,5101,5261,32.29,20.28,1341.33,50,21000,36000,alluvial soil,6.75,26.285
,Jowar,Gujarat,Kharif,2874,2960,3003,3046,3089,3132,3175,3218,3261,3304,3347,3390,3433,3476,3519,3562,34.05,20.94,1155.18,50,21000,36000,sandy soil,6.75,27.495
,Jowar,Haryana,Kharif,2952,2865,2847,2812,2775,2737,2700,2662,2625,2587,2550,2512,2475,2437,2400,2362,31.88,19.16,1132.3,50,21000,36000,alluvial soil,6.75,25.52
,Jowar,Karnataka,Rabi,3024,2832,3060,2848,3032,2928,3028,3052,2904,3176,3248,3260,3392,3392,3416,3544,31.63,20.8,1002.37,50,21000,36000,alluvial soil,6.75,26.215
,Jowar,Madhya Pradesh,Kharif,3200,4300,3100,4200,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,32.64,19.52,1341.33,50,21000,36000,alluvial soil,6.75,26.08
,Jowar,Maharashtra,Kharif,2856,2888,2656,2848,2760,2872,2892,2976,3040,3050,3184,3176,3194,3290,3394,2712,33.48,20.57,1063.7,50,21000,36000,black soil,6.75,27.025
,Jowar,Odisha,Rabi,1000,1500,1400,1800,1775,1600,1400,1700,2215,2324,2565,2765,2865,2980,3130,3342,32.61,20.86,1002.3,50,21000,36000,sandy soil,6.75,26.735
,Jowar,Punjab,Kharif,2400,2800,3000,3200,3400,3600,3800,4000,4200,4400,4600,4800,5000,5200,5400,5600,31.14,18.04,992.5,50,21000,36000,alluvial soil,6.75,24.59
,Jowar,Rajasthan,Kharif,2846,2975,3041,3108,3176,3246,3317,3390,3464,3540,3618,3698,3780,3864,3950,4038,33.52,19.39,1062.3,50,21000,36000,sandy soil,6.75,26.455
,Jowar,Tamil Nadu,Rabi,2848,2712,2872,2656,2848,2760,2872,2888,2746,2976,3040,3050,3184,3176,3194,3290,32.39,23.32,1386.4,50,21000,36000,sandy soil,6.75,27.855
,Jowar,Telangana,Rabi,1964,1988,1832,1944,1876,1924,1940,1844,2028,2072,2080,2152,2148,2164,2232,2345,33.76,16.78,1092.6,50,21000,36000,clay soil,6.75,25.27
,Jowar,Uttar Pradesh,Kharif,4206,4852,5281,5059,4990,5300,5480,5570,5400,6000,6120,6180,6206,6330,6400,6470,32.56,19.59,1092.6,50,21000,36000,alluvial soil,6.75,26.075
,Jowar,West Bengal,Kharif,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,31.27,20.8,1260.5,50,21000,36000,alluvial soil,6.75,26.035
,Jute,Assam,Kharif,2374,2901,2652,2526,2596,2743,2812,2867,2745,2871,2849,2675,2760,2693,2853,2485,28.57,18.85,1599.61,50,27627,44627,alluvial soil,4.5,23.71
,Jute,Gujarat,Kharif,1070,1024,913,937,917,947,994,1040,1122,1133,1331,1396,1520,1526,1759,1526,34.05,20.94,1155.18,50,27627,44627,alluvial soil,4.5,27.495
,Jute,Jharkhand,Kharif,1311,1033,963,984,964,994,1041,1089,1169,1180,1377,1442,1564,1570,1799,1564,31.28,19.38,1133.08,50,27627,44627,clay soil,4.5,25.33
,Jute,Maharashtra,Kharif,1070,1024,913,937,917,947,994,1040,1122,1133,1331,1396,1520,1526,1759,1526,33.48,20.57,1063.7,50,27627,44627,alluvial soil,4.5,27.025
,Jute,Odisha,Kharif,1311,1033,964,984,964,994,1041,1089,1169,1180,1377,1442,1564,1570,1799,1564,32.61,20.86,1002.3,50,27627,44627,sandy soil,4.5,26.735
,Jute,West Bengal,Kharif,2374,2901,2652,2596,2643,2812,2867,2745,2871,2849,2675,2769,2693,2853,2485,2589,31.27,20.8,1260.5,50,27627,44627,clay soil,4.5,26.035
,Jute,Andhra Pradesh,Kharif,963,1087,1154,1224,1297,1373,1451,1532,1616,1703,1793,1886,1982,2081,2184,2291,33.57,22.72,1002.37,50,27627,44627,alluvial soil,4.5,28.145
,Barley,Andhra Pradesh,Rabi,1450,1680,2180,1800,1590,1350,1180,950,1140,1230,1400,1560,1710,1850,1980,2200,33.57,22.72,1002.37,120,12735,25000,Red soil,6.65,28.145
,Barley,Arunachal Pradesh,Rabi,1750,1800,1850,1900,1950,2000,2050,2100,2150,2200,2250,2300,2350,2400,2450,2500,24.84,14.24,1656.61,120,12735,25000,sandy soil,6.65,19.54
,Barley,Bihar,Rabi,2134,2244,2294,2374,2654,2814,2864,2994,3154,3294,3354,3424,3474,3614,3724,3814,31.67,19.8,1133.081,120,12735,25000,sandy soil,6.65,25.735
,Barley,Chattisgarh,Rabi,3800,4200,4600,5000,5400,5800,6200,6600,7000,7400,7800,8200,8600,9000,9400,9800,32.29,20.28,1341.33,120,12735,25000,clay soil,6.65,26.285
,Barley,Gujarat,Rabi,2340,2400,2460,2520,2580,2640,2700,2760,2820,2880,2940,3000,3060,3120,3180,3240,34.05,20.94,1155.18,120,12735,25000,alluvial soil,6.65,27.495
,Barley,Karnataka,Rabi,541,546,563,583,602,622,641,661,680,700,719,739,758,778,797,817,31.63,20.8,1002.37,120,12735,25000,sandy soil,6.65,26.215
,Barley,Punjab,Rabi,810,811,832,851,870,889,908,928,947,966,985,1004,1023,1042,1061,1080,31.14,18.04,992.5,120,12735,25000,alluvial soil,6.65,24.59
,Barley,Uttar Pradesh,Rabi,693,704,716,731,745,759,774,788,802,817,831,845,859,874,888,902,32.56,19.59,1092.6,120,12735,25000,alluvial soil,6.65,26.075
,Sugarcane,Andhra Pradesh,Rabi,1765,2169,2029,1538,1170,1496,1284,1199,1200,987,935,783,777,809,672,879,33.57,22.72,1002.37,125,73500,84000,black soil,7,28.145
,Sugarcane,Arunachal Pradesh,Rabi,168,141,168,168,218,234,271,290,300,302,304,297,408,377,384,458,24.84,14.24,1656.61,125,73500,84000,alluvial soil,7,19.54
,Sugarcane,Assam,Rabi,883,871,1055,980,1099,1059,1075,993,1028,1075,1099,1038,1207,1143,1093,1218,28.57,18.85,1599.61,125,73500,84000,alluvial soil,7,23.71
,Sugarcane,Bihar,Rabi,4111,4337,5955,3854,4959,5032,7636,7828,7414,8818,8991,6493,8036,8246,8163,8788,31.67,19.8,1133.081,125,73500,84000,sandy soil,7,25.735
,Sugarcane,Chattisgarh,Rabi,156,164,187,275,254,292,218,244,373,221,493,678,848,1158,1452,1759,32.29,20.28,1341.33,125,73500,84000,alluvial soil,7,26.285
,Sugarcane,Goa,Rabi,606,559,580,560,493,523,491,466,460,477,492,434,402,393,353,537,31.39,22.31,2539.46,125,73500,84000,alluvial soil,7,26.85
,Sugarcane,Gujarat,Rabi,5700,5710,5720,5730,5740,5750,5760,5770,5780,5790,6000,6010,6020,6030,6040,6050,34.05,20.94,1155.18,125,73500,84000,sandy soil,7,27.495
,Sugarcane,Haryana,Rabi,8060,1880,9580,8860,5130,5335,6042,6959,7437,7499,7169,6692,8223,9632,8505,8730,31.88,19.16,1132.3,125,73500,84000,alluvial soil,7,25.52
,Sugarcane,Himachal Pradesh,Rabi,619,251,590,584,531,456,383,283,420,357,376,387,211,367,333,320,14.26,4.04,1656.61,125,73500,84000,alluvial soil,7,9.15
,Sugarcane,Jharkhand,Rabi,1446,1420,1420,1500,1848,1847,1857,1857,1861,1862,1869,1908,1909,1974,1978,1988,31.28,19.38,1133.08,125,73500,84000,alluvial soil,7,25.33
,Sugarcane,Karnataka,Rabi,1427,1826,2866,2624,2332,3044,3965,3880,3573,3990,4377,3783,3737,3113,4240,3818,31.63,20.8,1002.37,125,73500,84000,alluvial soil,7,26.215
,Sugarcane,Kerala,Rabi,283,916,440,218,275,285,271,263,165,221,248,238,213,215,206,220,30.61,22.6,1478.6,125,73500,84000,alluvial soil,7,26.605
,Sugarcane,Madhya Pradesh,Rabi,2148,2425,2806,3180,2975,2535,2667,2667,2641,3173,4567,5218,4730,5430,5218,5433,32.64,19.52,1341.33,125,73500,84000,alluvial soil,7,26.08
,Sugarcane,Maharashtra,Rabi,2047,3885,3856,3843,4064,4415,4188,4673,4964,4690,5466,5336,5226,5984,5976,5931,33.48,20.57,1063.7,125,73500,84000,sandy soil,7,27.025
,Sugarcane,Manipur,Rabi,218,230,230,168,213,213,301,333,311,339,339,348,348,348,315,330,25.72,15.68,1656.6,125,73500,84000,alluvial soil,7,20.7
,Sugarcane,Nagaland,Rabi,142,210,233,247,185,152,184,186,187,188,189,190,192,192,193,193,25.26,15.26,1656.6,125,73500,84000,alluvial soil,7,20.26
,Sugarcane,Odisha,Rabi,859,1073,1274,1096,646,489,902,884,952,936,722,777,744,740,777,805,32.61,20.86,1002.3,125,73500,84000,clay soil,7,26.735
,Sugarcane,Puducherry,Rabi,127,157,157,228,162,247,277,287,304,304,317,314,300,280,287,283,32.61,24.76,1206.6,125,73500,84000,sandy soil,7,28.685
,Sugarcane,Punjab,Rabi,5170,4860,6020,6609,4670,4700,4770,5653,5919,6675,7039,6607,7152,7023,7773,7302,31.14,18.04,992.5,125,73500,84000,clay soil,7,24.59
,Sugarcane,Rajasthan,Rabi,276,482,629,593,388,344,367,451,401,462,488,531,588,581,547,536,33.52,19.39,1062.3,125,73500,84000,sandy soil,7,26.455
,Sugarcane,Tamil Nadu,Rabi,3960,4106,4112,3007,3880,3974,3425,3857,3391,3245,3280,3254,3898,3715,3715,3411,32.39,23.32,1386.4,125,73500,84000,alluvial soil,7,27.855
,Sugarcane,Uttarakhand,Rabi,6441,6134,6100,6686,5590,5848,6497,6313,6784,6939,6865,6877,6871,6829,6937,7010,19.24,9.03,1271.4,125,73500,84000,clay soil,7,14.135
,Sugarcane,West Bengal,Rabi,1033,1247,1266,1272,1638,1000,1134,1681,1617,1945,2105,2075,2049,2037,2035,2027,31.27,20.8,1260.5,125,73500,84000,alluvial soil,7,26.035
,Tobacco,Andhra Pradesh,Kharif,1838,1892,2048,2167,2290,2366,2464,2586,2693,2817,2952,3085,3225,3371,3527,3695,33.57,22.72,1002.37,40,50689,85432,black soil,8,28.145
,Tobacco,Bihar,Kharif,3287,3411,3609,3766,3904,4071,4282,4540,4754,4994,5239,5484,5748,6034,6341,6673,31.67,19.8,1133.081,40,50689,85432,sandy soil,8,25.735
,Tobacco,Chattisgarh,Kharif,1276,1342,1434,1545,1665,1791,1934,2089,2246,2417,2599,2794,3003,3228,3471,3739,32.29,20.28,1341.33,40,50689,85432,clay soil,8,26.285
,Tobacco,Gujarat,Kharif,2233,2311,2419,2557,2707,2869,3049,3248,3457,3579,3720,3875,4045,4228,4429,4651,34.05,20.94,1155.18,40,50689,85432,sandy soil,8,27.495
,Tobacco,Haryana,Kharif,2539,2653,2793,2957,3142,3338,3557,3795,4044,4313,4602,4913,5246,5614,6012,6444,31.88,19.16,1132.3,40,50689,85432,clay soil,8,25.52
,Tobacco,Himachal Pradesh,Kharif,2745,2875,3025,3200,3395,3594,3817,4066,4340,4636,4956,5301,5673,6069,6502,6982,14.26,4.04,1656.61,40,50689,85432,clay soil,8,9.15
,Tobacco,Jammu & Kashmir,Kharif,1249,1307,1385,1485,1598,1721,1858,2015,2183,2374,2580,2799,3034,3285,3560,3861,12.5,2.5,1599.61,40,50689,85432,clay soil,8,7.5
,Tobacco,Jharkhand,Kharif,2287,2367,2467,2627,2807,2998,3212,3449,3703,3982,4284,4607,4951,5320,5715,6140,31.28,19.38,1133.08,40,50689,85432,sandy soil,8,25.33
,Tobacco,Karnataka,Kharif,981,1024,1084,1152,1230,1316,1412,1518,1632,1754,1884,2016,2156,2306,2467,2639,31.63,20.8,1002.37,40,50689,85432,black soil,8,26.215
,Tobacco,Kerala,Kharif,674,703,739,783,834,889,950,1024,1104,1189,1279,1374,1474,1579,1689,1805,30.61,22.6,1478.6,40,50689,85432,clay soil,8,26.605
,Tobacco,Madhya Pradesh,Kharif,1223,1290,1377,1489,1615,1754,1913,2084,2268,2465,2675,2899,3135,3386,3648,3935,32.64,19.52,1341.33,40,50689,85432,clay soil,8,26.08
,Tobacco,Maharashtra,Kharif,1040,1088,1154,1234,1324,1423,1532,1651,1780,1912,2054,2204,2364,2533,2712,2901,33.48,20.57,1063.7,40,50689,85432,alluvial soil,8,27.025
,Tobacco,Manipur,Kharif,1210,1265,1341,1439,1554,1684,1827,1989,2164,2352,2554,2770,2997,3245,3509,3790,25.72,15.68,1656.6,40,50689,85432,alluvial soil,8,20.7
,Tobacco,Meghalaya,Kharif,1324,1380,1462,1570,1693,1827,1979,2148,2331,2534,2751,2983,3230,3492,3781,4088,26.82,17.99,1599.6,40,50689,85432,sandy soil,8,22.405
